target_index,target_total,target,model_order,pdb_model_id,csv_model,pdb_id,score,predicted_fnat,dockq,fnat,lrms,irms,classification,identification
56,113,S-T105.1,104,441,5,S-T105.1_model_103,1.394,1.394,0.7368,0.7593,2.0851,1.4763,medium,T105_S25.M05
56,113,S-T105.1,105,442,6,S-T105.1_model_104,1.434,1.434,0.8198,0.8148,1.6064,1.0313,medium,T105_S25.M06
56,113,S-T105.1,106,443,7,S-T105.1_model_105,1.357,1.357,0.8613,0.8519,1.4269,0.8443,high,T105_S25.M07
56,113,S-T105.1,107,444,8,S-T105.1_model_106,1.178,1.178,0.8362,0.8889,1.7159,1.079,medium,T105_S25.M08
56,113,S-T105.1,108,445,9,S-T105.1_model_107,1.175,1.175,0.838,0.8519,1.4254,1.007,medium,T105_S25.M09
56,113,S-T105.1,109,446,10,S-T105.1_model_108,1.233,1.233,0.8048,0.9074,2.6637,1.2341,medium,T105_S25.M10
56,113,S-T105.1,110,447,1,S-T105.1_model_109,1.182,1.182,0.7377,0.7778,2.0823,1.5248,medium,T105_S26.M01
56,113,S-T105.1,12,349,2,S-T105.1_model_11,1.091,1.091,0.7522,0.7963,2.1441,1.4409,medium,T105_S03.M02
56,113,S-T105.1,111,448,2,S-T105.1_model_110,1.308,1.308,0.7246,0.7407,2.1045,1.5277,medium,T105_S26.M02
56,113,S-T105.1,112,449,3,S-T105.1_model_111,1.117,1.117,0.7368,0.7778,2.1008,1.5296,medium,T105_S26.M03
56,113,S-T105.1,113,450,4,S-T105.1_model_112,1.346,1.346,0.7339,0.7593,2.0481,1.5078,medium,T105_S26.M04
56,113,S-T105.1,114,451,5,S-T105.1_model_113,1.138,1.138,0.7198,0.7222,2.0932,1.5169,medium,T105_S26.M05
56,113,S-T105.1,115,452,6,S-T105.1_model_114,1.03,1.03,0.7326,0.7593,2.071,1.5168,medium,T105_S26.M06
56,113,S-T105.1,116,453,7,S-T105.1_model_115,1.237,1.237,0.7548,0.7407,1.8952,1.3,medium,T105_S26.M07
56,113,S-T105.1,117,454,8,S-T105.1_model_116,1.398,1.398,0.7501,0.7778,2.3058,1.3817,medium,T105_S26.M08
56,113,S-T105.1,118,455,9,S-T105.1_model_117,1.373,1.373,0.7427,0.7778,2.5409,1.4057,medium,T105_S26.M09
56,113,S-T105.1,119,456,10,S-T105.1_model_118,1.409,1.409,0.7496,0.7963,2.0695,1.4749,medium,T105_S26.M10
56,113,S-T105.1,120,457,1,S-T105.1_model_119,0.69,0.69,0.0508,0.037,26.9739,9.369,incorrect,T105_S30.M01
56,113,S-T105.1,13,350,3,S-T105.1_model_12,1.193,1.193,0.4861,0.537,6.9669,2.1706,acceptable,T105_S03.M03
56,113,S-T105.1,121,458,2,S-T105.1_model_120,1.088,1.088,0.8177,0.8519,1.2542,1.1681,medium,T105_S30.M02
56,113,S-T105.1,122,459,3,S-T105.1_model_121,1.117,1.117,0.7661,0.7222,1.2861,1.2287,medium,T105_S30.M03
56,113,S-T105.1,123,460,4,S-T105.1_model_122,1.245,1.245,0.8684,0.8889,1.3856,0.8844,high,T105_S30.M04
56,113,S-T105.1,124,461,5,S-T105.1_model_123,1.182,1.182,0.7377,0.7778,2.0823,1.5248,medium,T105_S30.M05
56,113,S-T105.1,125,462,6,S-T105.1_model_124,1.162,1.162,0.8321,0.8519,1.7667,1.0156,medium,T105_S30.M06
56,113,S-T105.1,126,463,7,S-T105.1_model_125,0.9,0.9,0.0461,0.0192,26.252,9.5049,incorrect,T105_S30.M07
56,113,S-T105.1,127,464,8,S-T105.1_model_126,1.107,1.107,0.7272,0.7407,2.4156,1.4539,medium,T105_S30.M08
56,113,S-T105.1,128,465,9,S-T105.1_model_127,1.023,1.023,0.7198,0.7222,2.1087,1.5142,medium,T105_S30.M09
56,113,S-T105.1,129,466,10,S-T105.1_model_128,0.982,0.982,0.8104,0.7963,1.2377,1.0868,medium,T105_S30.M10
56,113,S-T105.1,130,467,1,S-T105.1_model_129,1.378,1.378,0.7356,0.7593,2.3718,1.4418,medium,T105_S31.M01
56,113,S-T105.1,14,351,4,S-T105.1_model_13,1.289,1.289,0.4386,0.4815,7.3629,2.5119,acceptable,T105_S03.M04
56,113,S-T105.1,131,468,2,S-T105.1_model_130,1.191,1.191,0.4787,0.5185,6.9319,2.2012,acceptable,T105_S31.M02
56,113,S-T105.1,132,469,3,S-T105.1_model_131,1.417,1.417,0.7499,0.7963,2.0242,1.4789,medium,T105_S31.M03
56,113,S-T105.1,133,470,4,S-T105.1_model_132,1.648,1.648,0.7526,0.7407,1.8186,1.3271,medium,T105_S31.M04
56,113,S-T105.1,134,471,5,S-T105.1_model_133,1.57,1.57,0.7148,0.7222,2.1198,1.5592,medium,T105_S31.M05
56,113,S-T105.1,135,472,6,S-T105.1_model_134,0.838,0.838,0.0633,0.0926,28.4709,11.9415,incorrect,T105_S31.M06
56,113,S-T105.1,136,473,7,S-T105.1_model_135,1.077,1.077,0.8011,0.8889,2.4249,1.251,medium,T105_S31.M07
56,113,S-T105.1,137,474,8,S-T105.1_model_136,1.336,1.336,0.816,0.7963,1.6201,1.0132,medium,T105_S31.M08
56,113,S-T105.1,138,475,9,S-T105.1_model_137,1.239,1.239,0.7741,0.7593,1.7329,1.2175,medium,T105_S31.M09
56,113,S-T105.1,139,476,10,S-T105.1_model_138,1.096,1.096,0.8389,0.8704,1.2929,1.0554,medium,T105_S31.M10
56,113,S-T105.1,140,477,1,S-T105.1_model_139,1.26,1.26,0.8189,0.8519,1.7022,1.1168,medium,T105_S35.M01
56,113,S-T105.1,15,352,5,S-T105.1_model_14,1.144,1.144,0.5478,0.5741,5.4376,2.0007,acceptable,T105_S03.M05
56,113,S-T105.1,141,478,2,S-T105.1_model_140,1.3,1.3,0.845,0.9074,1.6406,1.068,medium,T105_S35.M02
56,113,S-T105.1,142,479,3,S-T105.1_model_141,1.094,1.094,0.8448,0.8333,1.5939,0.9008,high,T105_S35.M03
56,113,S-T105.1,143,480,4,S-T105.1_model_142,1.039,1.039,0.8274,0.8704,1.7563,1.0943,medium,T105_S35.M04
56,113,S-T105.1,144,481,5,S-T105.1_model_143,1.195,1.195,0.8231,0.8704,1.6548,1.136,medium,T105_S35.M05
56,113,S-T105.1,145,482,6,S-T105.1_model_144,1.345,1.345,0.827,0.8333,1.5819,1.0261,medium,T105_S35.M06
56,113,S-T105.1,146,483,7,S-T105.1_model_145,1.316,1.316,0.8258,0.8519,1.3243,1.1023,medium,T105_S35.M07
56,113,S-T105.1,147,484,8,S-T105.1_model_146,1.248,1.248,0.7186,0.7222,2.0832,1.5295,medium,T105_S35.M08
56,113,S-T105.1,148,485,9,S-T105.1_model_147,1.135,1.135,0.8457,0.8704,1.6476,0.9755,high,T105_S35.M09
56,113,S-T105.1,149,486,10,S-T105.1_model_148,1.247,1.247,0.8891,0.9259,1.366,0.8277,high,T105_S35.M10
56,113,S-T105.1,150,487,1,S-T105.1_model_149,1.413,1.413,0.0358,0.0185,33.4206,8.8216,incorrect,T105_S40.M01
56,113,S-T105.1,16,353,6,S-T105.1_model_15,1.12,1.12,0.7378,0.7593,2.5321,1.3966,medium,T105_S03.M06
56,113,S-T105.1,151,488,2,S-T105.1_model_150,1.077,1.077,0.0323,0.0,29.7069,10.1715,incorrect,T105_S40.M02
56,113,S-T105.1,152,489,3,S-T105.1_model_151,1.274,1.274,0.0445,0.0185,27.9978,8.4584,incorrect,T105_S40.M03
56,113,S-T105.1,153,490,4,S-T105.1_model_152,1.158,1.158,0.0696,0.0926,26.4956,9.7743,incorrect,T105_S40.M04
56,113,S-T105.1,154,491,5,S-T105.1_model_153,1.307,1.307,0.0405,0.0,26.8878,8.4254,incorrect,T105_S40.M05
56,113,S-T105.1,155,492,6,S-T105.1_model_154,0.963,0.963,0.7363,0.7407,2.5179,1.3596,medium,T105_S40.M06
56,113,S-T105.1,156,493,7,S-T105.1_model_155,0.97,0.97,0.0403,0.0,24.854,11.6678,incorrect,T105_S40.M07
56,113,S-T105.1,157,494,8,S-T105.1_model_156,1.05,1.05,0.0258,0.0,33.2457,11.6934,incorrect,T105_S40.M08
56,113,S-T105.1,158,495,9,S-T105.1_model_157,1.141,1.141,0.0279,0.0185,36.2015,13.1636,incorrect,T105_S40.M09
56,113,S-T105.1,159,496,10,S-T105.1_model_158,1.195,1.195,0.5292,0.5,5.2838,1.9723,medium,T105_S40.M10
56,113,S-T105.1,160,497,1,S-T105.1_model_159,0.982,0.982,0.773,0.7407,1.4958,1.2037,medium,T105_S41.M01
56,113,S-T105.1,17,354,7,S-T105.1_model_16,1.308,1.308,0.7246,0.7407,2.1044,1.5277,medium,T105_S03.M07
56,113,S-T105.1,161,498,2,S-T105.1_model_160,1.02,1.02,0.8262,0.7222,1.1675,0.8085,high,T105_S41.M02
56,113,S-T105.1,162,499,3,S-T105.1_model_161,1.169,1.169,0.7401,0.7222,1.8174,1.3793,medium,T105_S41.M03
56,113,S-T105.1,163,500,4,S-T105.1_model_162,1.124,1.124,0.7525,0.7593,1.8175,1.3793,medium,T105_S41.M04
56,113,S-T105.1,164,501,5,S-T105.1_model_163,1.02,1.02,0.8448,0.8704,1.6878,0.9776,high,T105_S41.M05
56,113,S-T105.1,165,502,6,S-T105.1_model_164,1.159,1.159,0.8609,0.8148,1.0353,0.7911,high,T105_S41.M06
56,113,S-T105.1,166,503,7,S-T105.1_model_165,1.023,1.023,0.8232,0.7778,1.2589,0.9508,high,T105_S41.M07
56,113,S-T105.1,167,504,8,S-T105.1_model_166,1.127,1.127,0.7231,0.7037,2.0168,1.4441,medium,T105_S41.M08
56,113,S-T105.1,168,505,9,S-T105.1_model_167,1.14,1.14,0.7339,0.7037,1.8174,1.3793,medium,T105_S41.M09
56,113,S-T105.1,169,506,10,S-T105.1_model_168,1.213,1.213,0.8379,0.8333,1.1281,0.9873,high,T105_S41.M10
56,113,S-T105.1,18,355,8,S-T105.1_model_17,1.444,1.444,0.7531,0.7407,2.0405,1.295,medium,T105_S03.M08
56,113,S-T105.1,19,356,9,S-T105.1_model_18,1.313,1.313,0.8469,0.7778,1.1418,0.7949,high,T105_S03.M09
56,113,S-T105.1,20,357,10,S-T105.1_model_19,1.286,1.286,0.8241,0.7963,1.6663,0.9517,high,T105_S03.M10
56,113,S-T105.1,3,340,3,S-T105.1_model_2,0.995,0.995,0.4841,0.537,7.0372,2.1764,acceptable,T105_S02.M03
56,113,S-T105.1,21,358,1,S-T105.1_model_20,1.146,1.146,0.0305,0.0185,36.5438,10.0783,incorrect,T105_S04.M01
56,113,S-T105.1,22,359,2,S-T105.1_model_21,1.393,1.393,0.0416,0.0,26.0931,8.7027,incorrect,T105_S04.M02
56,113,S-T105.1,23,360,3,S-T105.1_model_22,1.064,1.064,0.0435,0.0185,27.9683,8.9114,incorrect,T105_S04.M03
56,113,S-T105.1,24,361,4,S-T105.1_model_23,1.539,1.539,0.0817,0.1296,26.6977,9.6462,incorrect,T105_S04.M04
56,113,S-T105.1,25,362,5,S-T105.1_model_24,0.865,0.865,0.027,0.0185,36.8657,13.5174,incorrect,T105_S04.M05
56,113,S-T105.1,26,363,6,S-T105.1_model_25,0.943,0.943,0.0308,0.0,30.3081,10.6149,incorrect,T105_S04.M06
56,113,S-T105.1,27,364,7,S-T105.1_model_26,1.119,1.119,0.0113,0.0,54.6226,14.6623,incorrect,T105_S04.M07
56,113,S-T105.1,28,365,8,S-T105.1_model_27,1.065,1.065,0.0109,0.0,55.167,15.3403,incorrect,T105_S04.M08
56,113,S-T105.1,29,366,9,S-T105.1_model_28,1.163,1.163,0.0113,0.0,51.9819,16.735,incorrect,T105_S04.M09
56,113,S-T105.1,30,367,1,S-T105.1_model_29,1.362,1.362,0.8284,0.8148,1.2432,1.0024,medium,T105_S05.M01
56,113,S-T105.1,4,341,4,S-T105.1_model_3,1.197,1.197,0.4619,0.5556,7.4161,2.5159,acceptable,T105_S02.M04
56,113,S-T105.1,31,368,2,S-T105.1_model_30,1.241,1.241,0.7853,0.7778,1.4665,1.2073,medium,T105_S05.M02
56,113,S-T105.1,32,369,3,S-T105.1_model_31,0.92,0.92,0.8486,0.8519,1.2471,0.947,high,T105_S05.M03
56,113,S-T105.1,33,370,4,S-T105.1_model_32,1.047,1.047,0.8096,0.8333,1.1623,1.1897,medium,T105_S05.M04
56,113,S-T105.1,34,371,5,S-T105.1_model_33,1.051,1.051,0.8066,0.7963,1.3628,1.1042,medium,T105_S05.M05
56,113,S-T105.1,35,372,6,S-T105.1_model_34,1.041,1.041,0.794,0.7778,1.3483,1.1527,medium,T105_S05.M06
56,113,S-T105.1,36,373,7,S-T105.1_model_35,1.412,1.412,0.8268,0.8148,1.3203,1.0076,medium,T105_S05.M07
56,113,S-T105.1,37,374,8,S-T105.1_model_36,1.348,1.348,0.8252,0.8148,1.2494,1.0246,medium,T105_S05.M08
56,113,S-T105.1,38,375,9,S-T105.1_model_37,1.41,1.41,0.842,0.8519,1.3385,0.9863,high,T105_S05.M09
56,113,S-T105.1,39,376,10,S-T105.1_model_38,1.12,1.12,0.8098,0.8148,1.3859,1.1241,medium,T105_S05.M10
56,113,S-T105.1,40,377,1,S-T105.1_model_39,1.233,1.233,0.7211,0.7222,2.2591,1.4787,medium,T105_S08.M01
56,113,S-T105.1,5,342,5,S-T105.1_model_4,1.218,1.218,0.5351,0.537,5.4673,1.9957,medium,T105_S02.M05
56,113,S-T105.1,41,378,2,S-T105.1_model_40,1.174,1.174,0.6822,0.7037,2.6937,1.7124,medium,T105_S08.M02
56,113,S-T105.1,42,379,3,S-T105.1_model_41,0.969,0.969,0.5263,0.463,4.9621,1.9572,medium,T105_S08.M03
56,113,S-T105.1,43,380,4,S-T105.1_model_42,0.812,0.812,0.4832,0.5,6.4427,2.2153,acceptable,T105_S08.M04
56,113,S-T105.1,44,381,5,S-T105.1_model_43,1.061,1.061,0.7767,0.8148,2.0856,1.2976,medium,T105_S08.M05
56,113,S-T105.1,45,382,6,S-T105.1_model_44,1.259,1.259,0.7274,0.7593,2.3021,1.5261,medium,T105_S08.M06
56,113,S-T105.1,46,383,7,S-T105.1_model_45,1.101,1.101,0.6662,0.6852,2.8692,1.7781,medium,T105_S08.M07
56,113,S-T105.1,47,384,8,S-T105.1_model_46,1.18,1.18,0.6962,0.7037,2.3787,1.6338,medium,T105_S08.M08
56,113,S-T105.1,48,385,9,S-T105.1_model_47,1.017,1.017,0.5153,0.463,5.2044,2.0188,acceptable,T105_S08.M09
56,113,S-T105.1,49,386,10,S-T105.1_model_48,1.384,1.384,0.7404,0.7963,2.9653,1.4033,medium,T105_S08.M10
56,113,S-T105.1,50,387,1,S-T105.1_model_49,1.389,1.389,0.6898,0.7593,2.7542,1.8178,medium,T105_S09.M01
56,113,S-T105.1,6,343,6,S-T105.1_model_5,1.432,1.432,0.7377,0.7593,2.5171,1.4003,medium,T105_S02.M06
56,113,S-T105.1,51,388,2,S-T105.1_model_50,0.828,0.828,0.4752,0.4815,6.5837,2.1916,acceptable,T105_S09.M02
56,113,S-T105.1,52,389,3,S-T105.1_model_51,1.33,1.33,0.7167,0.7222,2.0425,1.5537,medium,T105_S09.M03
56,113,S-T105.1,53,390,4,S-T105.1_model_52,0.873,0.873,0.4629,0.4815,6.9042,2.2654,acceptable,T105_S09.M04
56,113,S-T105.1,54,391,5,S-T105.1_model_53,1.274,1.274,0.7478,0.7407,2.0268,1.3388,medium,T105_S09.M05
56,113,S-T105.1,55,392,6,S-T105.1_model_54,0.981,0.981,0.4332,0.4444,6.8074,2.626,acceptable,T105_S09.M06
56,113,S-T105.1,56,393,7,S-T105.1_model_55,1.13,1.13,0.7259,0.6481,1.5369,1.3263,medium,T105_S09.M07
56,113,S-T105.1,57,394,8,S-T105.1_model_56,0.97,0.97,0.4706,0.463,6.595,2.1639,acceptable,T105_S09.M08
56,113,S-T105.1,58,395,9,S-T105.1_model_57,0.887,0.887,0.4398,0.463,6.8032,2.6201,acceptable,T105_S09.M09
56,113,S-T105.1,59,396,10,S-T105.1_model_58,1.273,1.273,0.7085,0.7407,2.5649,1.5984,medium,T105_S09.M10
56,113,S-T105.1,60,397,1,S-T105.1_model_59,1.05,1.05,0.7463,0.7407,1.8174,1.3793,medium,T105_S12.M01
56,113,S-T105.1,7,344,7,S-T105.1_model_6,1.189,1.189,0.7168,0.7222,2.1007,1.5429,medium,T105_S02.M07
56,113,S-T105.1,61,398,2,S-T105.1_model_60,0.963,0.963,0.7525,0.7593,1.8174,1.3793,medium,T105_S12.M02
56,113,S-T105.1,62,399,3,S-T105.1_model_61,1.114,1.114,0.7463,0.7407,1.8174,1.3793,medium,T105_S12.M03
56,113,S-T105.1,63,400,4,S-T105.1_model_62,1.06,1.06,0.7463,0.7407,1.8174,1.3793,medium,T105_S12.M04
56,113,S-T105.1,64,401,5,S-T105.1_model_63,0.998,0.998,0.7046,0.6481,2.0167,1.444,medium,T105_S12.M05
56,113,S-T105.1,65,402,6,S-T105.1_model_64,0.899,0.899,0.7108,0.6667,2.0167,1.444,medium,T105_S12.M06
56,113,S-T105.1,66,403,7,S-T105.1_model_65,0.958,0.958,0.7231,0.7037,2.0167,1.444,medium,T105_S12.M07
56,113,S-T105.1,67,404,8,S-T105.1_model_66,0.883,0.883,0.6984,0.6296,2.0167,1.444,medium,T105_S12.M08
56,113,S-T105.1,68,405,9,S-T105.1_model_67,0.955,0.955,0.7401,0.7222,1.8174,1.3793,medium,T105_S12.M09
56,113,S-T105.1,69,406,10,S-T105.1_model_68,1.196,1.196,0.7463,0.7407,1.8174,1.3793,medium,T105_S12.M10
56,113,S-T105.1,70,407,1,S-T105.1_model_69,1.254,1.254,0.7637,0.7407,1.8256,1.2388,medium,T105_S17.M01
56,113,S-T105.1,8,345,8,S-T105.1_model_7,1.345,1.345,0.7582,0.7593,2.0679,1.3,medium,T105_S02.M08
56,113,S-T105.1,71,408,2,S-T105.1_model_70,1.362,1.362,0.8284,0.8148,1.2432,1.0024,medium,T105_S17.M02
56,113,S-T105.1,72,409,3,S-T105.1_model_71,1.26,1.26,0.8189,0.8519,1.7022,1.1168,medium,T105_S17.M03
56,113,S-T105.1,73,410,4,S-T105.1_model_72,1.247,1.247,0.8363,0.8519,1.4426,1.0169,medium,T105_S17.M04
56,113,S-T105.1,74,411,5,S-T105.1_model_73,1.345,1.345,0.827,0.8333,1.5819,1.0261,medium,T105_S17.M05
56,113,S-T105.1,75,412,6,S-T105.1_model_74,1.094,1.094,0.8448,0.8333,1.5939,0.9008,high,T105_S17.M06
56,113,S-T105.1,76,413,7,S-T105.1_model_75,1.195,1.195,0.8231,0.8704,1.6548,1.136,medium,T105_S17.M07
56,113,S-T105.1,77,414,8,S-T105.1_model_76,1.039,1.039,0.8274,0.8704,1.7563,1.0943,medium,T105_S17.M08
56,113,S-T105.1,78,415,9,S-T105.1_model_77,1.392,1.392,0.8532,0.8889,1.2361,1.002,medium,T105_S17.M09
56,113,S-T105.1,79,416,10,S-T105.1_model_78,1.3,1.3,0.845,0.9074,1.6406,1.068,medium,T105_S17.M10
56,113,S-T105.1,80,417,1,S-T105.1_model_79,1.337,1.337,0.7218,0.7222,2.0437,1.5065,medium,T105_S19.M01
56,113,S-T105.1,9,346,9,S-T105.1_model_8,1.133,1.133,0.8411,0.7593,1.1202,0.7942,high,T105_S02.M09
56,113,S-T105.1,81,418,2,S-T105.1_model_80,1.204,1.204,0.8175,0.7778,1.4125,0.9786,high,T105_S19.M02
56,113,S-T105.1,82,419,3,S-T105.1_model_81,1.331,1.331,0.7445,0.7778,2.4958,1.3986,medium,T105_S19.M03
56,113,S-T105.1,83,420,4,S-T105.1_model_82,1.314,1.314,0.8249,0.8148,1.2463,1.0265,medium,T105_S19.M04
56,113,S-T105.1,84,421,5,S-T105.1_model_83,1.219,1.219,0.4867,0.537,6.9555,2.1663,acceptable,T105_S19.M05
56,113,S-T105.1,85,422,6,S-T105.1_model_84,1.241,1.241,0.8229,0.8148,1.3911,1.0288,medium,T105_S19.M06
56,113,S-T105.1,86,423,7,S-T105.1_model_85,1.187,1.187,0.4336,0.463,7.3266,2.5035,acceptable,T105_S19.M07
56,113,S-T105.1,87,424,8,S-T105.1_model_86,1.464,1.464,0.4391,0.4815,7.3437,2.5097,acceptable,T105_S19.M08
56,113,S-T105.1,88,425,9,S-T105.1_model_87,1.205,1.205,0.4339,0.4815,7.5605,2.5181,acceptable,T105_S19.M09
56,113,S-T105.1,89,426,10,S-T105.1_model_88,1.507,1.507,0.4388,0.5,7.5745,2.5379,acceptable,T105_S19.M10
56,113,S-T105.1,90,427,1,S-T105.1_model_89,1.052,1.052,0.7463,0.7407,1.8175,1.3793,medium,T105_S21.M01
56,113,S-T105.1,10,347,10,S-T105.1_model_9,1.096,1.096,0.8219,0.7963,1.6725,0.9663,high,T105_S02.M10
56,113,S-T105.1,91,428,2,S-T105.1_model_90,1.077,1.077,0.8395,0.8519,1.6476,0.9755,high,T105_S21.M02
56,113,S-T105.1,92,429,3,S-T105.1_model_91,0.961,0.961,0.7589,0.7593,1.709,1.34,medium,T105_S21.M03
56,113,S-T105.1,93,430,4,S-T105.1_model_92,1.331,1.331,0.8389,0.8889,1.6406,1.068,medium,T105_S21.M04
56,113,S-T105.1,94,431,5,S-T105.1_model_93,1.173,1.173,0.8183,0.7593,1.3351,0.936,high,T105_S21.M05
56,113,S-T105.1,95,432,6,S-T105.1_model_94,1.282,1.282,0.8013,0.7593,1.2976,1.059,medium,T105_S21.M06
56,113,S-T105.1,96,433,7,S-T105.1_model_95,1.028,1.028,0.806,0.7963,1.4793,1.0984,medium,T105_S21.M07
56,113,S-T105.1,97,434,8,S-T105.1_model_96,1.107,1.107,0.8376,0.8519,1.7672,0.9766,high,T105_S21.M08
56,113,S-T105.1,98,435,9,S-T105.1_model_97,0.898,0.898,0.8309,0.8333,1.2811,1.0254,medium,T105_S21.M09
56,113,S-T105.1,99,436,10,S-T105.1_model_98,1.042,1.042,0.717,0.6852,2.0168,1.4441,medium,T105_S21.M10
56,113,S-T105.1,100,437,1,S-T105.1_model_99,1.615,1.615,0.8012,0.8333,1.9766,1.17,medium,T105_S25.M01
57,113,S-T107.1,1,251,1,S-T107.1_model_0,0.075,0.075,0.0103,0.0,52.5043,20.6029,incorrect,T107_S01.M01
57,113,S-T107.1,2,252,2,S-T107.1_model_1,0.623,0.623,0.0145,0.0,44.5818,16.3811,incorrect,T107_S01.M02
57,113,S-T107.1,11,261,1,S-T107.1_model_10,0.861,0.861,0.0025,0.0,110.4082,36.7815,incorrect,T107_S03.M01
57,113,S-T107.1,101,351,1,S-T107.1_model_100,1.339,1.339,0.0105,0.0,54.6079,16.9494,incorrect,T107_S29.M01
57,113,S-T107.1,102,352,2,S-T107.1_model_101,1.091,1.091,0.0144,0.0,44.7027,16.3782,incorrect,T107_S29.M02
57,113,S-T107.1,103,353,3,S-T107.1_model_102,0.607,0.607,0.0108,0.0,54.1791,16.4676,incorrect,T107_S29.M03
57,113,S-T107.1,104,354,4,S-T107.1_model_103,0.691,0.691,0.0068,0.0,69.2249,20.0151,incorrect,T107_S29.M04
57,113,S-T107.1,105,355,5,S-T107.1_model_104,1.109,1.109,0.0125,0.0,47.0325,19.7159,incorrect,T107_S29.M05
57,113,S-T107.1,106,356,6,S-T107.1_model_105,0.74,0.74,0.0197,0.0,40.8658,11.2337,incorrect,T107_S29.M06
57,113,S-T107.1,107,357,7,S-T107.1_model_106,0.759,0.759,0.0092,0.0,59.6282,16.9444,incorrect,T107_S29.M07
57,113,S-T107.1,108,358,8,S-T107.1_model_107,0.799,0.799,0.0178,0.0,38.1554,19.0411,incorrect,T107_S29.M08
57,113,S-T107.1,109,359,9,S-T107.1_model_108,0.722,0.722,0.0173,0.0,40.4164,15.2593,incorrect,T107_S29.M09
57,113,S-T107.1,110,360,10,S-T107.1_model_109,0.695,0.695,0.0196,0.0254,52.8185,16.5999,incorrect,T107_S29.M10
57,113,S-T107.1,12,262,2,S-T107.1_model_11,0.431,0.431,0.0057,0.0,71.6419,26.1292,incorrect,T107_S03.M02
57,113,S-T107.1,111,361,1,S-T107.1_model_110,0.593,0.593,0.0068,0.0,69.224,20.0084,incorrect,T107_S30.M01
57,113,S-T107.1,112,362,2,S-T107.1_model_111,0.612,0.612,0.0108,0.0,54.1632,16.4785,incorrect,T107_S30.M02
57,113,S-T107.1,113,363,3,S-T107.1_model_112,1.411,1.411,0.0095,0.0,54.9895,20.7046,incorrect,T107_S30.M03
57,113,S-T107.1,114,364,4,S-T107.1_model_113,1.026,1.026,0.0062,0.0,71.3989,21.8293,incorrect,T107_S30.M04
57,113,S-T107.1,115,365,5,S-T107.1_model_114,1.15,1.15,0.0098,0.0,53.9162,20.8318,incorrect,T107_S30.M05
57,113,S-T107.1,116,366,6,S-T107.1_model_115,0.573,0.573,0.1037,0.0169,14.3671,7.877,incorrect,T107_S30.M06
57,113,S-T107.1,117,367,7,S-T107.1_model_116,0.905,0.905,0.0134,0.0,45.5941,18.3212,incorrect,T107_S30.M07
57,113,S-T107.1,118,368,8,S-T107.1_model_117,0.802,0.802,0.0479,0.0169,25.7848,8.716,incorrect,T107_S30.M08
57,113,S-T107.1,119,369,9,S-T107.1_model_118,1.006,1.006,0.0071,0.0,63.155,25.4226,incorrect,T107_S30.M09
57,113,S-T107.1,120,370,10,S-T107.1_model_119,0.979,0.979,0.1174,0.0593,14.5772,7.4237,incorrect,T107_S30.M10
57,113,S-T107.1,13,263,3,S-T107.1_model_12,0.88,0.88,0.0384,0.0,24.9073,14.3184,incorrect,T107_S03.M03
57,113,S-T107.1,121,371,1,S-T107.1_model_120,1.497,1.497,0.0102,0.0,53.0133,20.1573,incorrect,T107_S31.M01
57,113,S-T107.1,122,372,2,S-T107.1_model_121,0.972,0.972,0.0134,0.0,45.6201,18.3324,incorrect,T107_S31.M02
57,113,S-T107.1,123,373,3,S-T107.1_model_122,1.21,1.21,0.01,0.0,53.1675,20.9461,incorrect,T107_S31.M03
57,113,S-T107.1,124,374,5,S-T107.1_model_123,1.176,1.176,0.0075,0.0,63.9695,20.8487,incorrect,T107_S31.M05
57,113,S-T107.1,125,375,6,S-T107.1_model_124,0.898,0.898,0.0081,0.0,63.0229,18.4273,incorrect,T107_S31.M06
57,113,S-T107.1,126,376,7,S-T107.1_model_125,0.451,0.451,0.0078,0.0,64.2578,19.1951,incorrect,T107_S31.M07
57,113,S-T107.1,127,377,8,S-T107.1_model_126,0.806,0.806,0.1304,0.0678,13.5938,7.1439,incorrect,T107_S31.M08
57,113,S-T107.1,128,378,9,S-T107.1_model_127,1.33,1.33,0.0107,0.0,51.7495,19.4588,incorrect,T107_S31.M09
57,113,S-T107.1,129,379,10,S-T107.1_model_128,0.763,0.763,0.0114,0.0,50.8028,18.0614,incorrect,T107_S31.M10
57,113,S-T107.1,130,380,1,S-T107.1_model_129,0.592,0.592,0.0294,0.0,29.2538,14.5973,incorrect,T107_S36.M01
57,113,S-T107.1,14,264,4,S-T107.1_model_13,0.451,0.451,0.0083,0.0,60.9497,19.4338,incorrect,T107_S03.M04
57,113,S-T107.1,131,381,2,S-T107.1_model_130,0.69,0.69,0.0659,0.0254,19.624,12.3822,incorrect,T107_S36.M02
57,113,S-T107.1,132,382,3,S-T107.1_model_131,1.321,1.321,0.0328,0.0,26.6317,19.2658,incorrect,T107_S36.M03
57,113,S-T107.1,133,383,4,S-T107.1_model_132,1.198,1.198,0.0135,0.0,45.5373,18.2084,incorrect,T107_S36.M04
57,113,S-T107.1,134,384,5,S-T107.1_model_133,1.004,1.004,0.0182,0.0,41.9176,12.1286,incorrect,T107_S36.M05
57,113,S-T107.1,135,385,6,S-T107.1_model_134,1.341,1.341,0.0105,0.0,54.4886,16.8517,incorrect,T107_S36.M06
